31.22167	-115.48479
32.679102	-115.535669
32.682568	-115.513273
32.685596	-115.303622
32.686897	-115.568239
32.687195	-115.594995
32.68746	-115.656834
32.689313	-115.304508
32.693323	-115.576415
32.693636	-115.577733
32.693637	-115.594671
32.693643	-115.526038
32.694409	-115.533668
32.694409	-115.542789
32.694666	-115.346649
32.69634	-115.594123
32.696616	-115.614962
32.697368	-115.53318
32.697433	-115.53343
32.697611	-115.585469
32.700196	-115.516363
32.700819	-115.54299
32.700943	-115.546412
32.701151	-115.559363
32.701366	-115.524974
32.701631	-115.604334
32.703558	-115.578218
32.704688	-115.538861
32.704868	-115.534405
32.704978	-115.543271
32.705057	-115.543268
32.705072	-115.554026
32.70513	-115.543167
32.70548	-115.535043
32.705512	-115.416704
32.707902	-115.519162
32.707977	-115.580977
32.708026	-115.525206
32.708026	-115.53335
32.70814	-115.507972
32.708402	-115.51344
32.709081	-115.568411
32.709376	-115.529161
32.709457	-115.548165
32.709481	-115.542275
32.70953	-115.538907
32.710531	-115.517045
32.711438	-115.635176
32.711857	-115.455689
32.712066	-115.535715
32.712071	-115.535608
32.712073	-115.53551
32.712074	-115.535316
32.712076	-115.535426
32.712153	-115.525911
32.712301	-115.577695
32.712317	-115.53566
32.712318	-115.535758
32.712319	-115.535563
32.712321	-115.535169
32.71232	-115.535468
32.712322	-115.535367
32.712457	-115.543037
32.71291	-115.446499
32.712963	-115.536151
32.713047	-115.548161
32.713981	-115.518493
32.714058	-115.518525
32.714109	-115.518249
32.714137	-115.518556
32.714203	-115.518302
32.714777	-115.518816
32.714854	-115.518845
32.714914	-115.518548
32.714933	-115.518671
32.714986	-115.518605
32.715024	-115.518619
32.715151	-115.298817
32.715391	-115.527621
32.715481	-115.558847
32.71548	-115.558739
32.715529	-115.527657
32.715534	-115.527837
32.715555	-115.54338
32.715669	-115.534937
32.715672	-115.361297
32.715683	-115.537468
32.715689	-115.558492
32.715707	-115.548633
32.715749	-115.519155
32.715767	-115.543326
32.71601	-115.51639
32.716305	-115.516555
32.716612	-115.497112
32.719378	-115.535022
32.720127	-115.568504
32.720174	-115.533434
32.720195	-115.543319
32.720229	-115.546446
32.720234	-115.543513
32.722155	-115.433824
32.722609	-115.516717
32.722629	-115.507179
32.722631	-115.507274
32.722637	-115.507388
32.722637	-115.507497
32.722865	-115.507604
32.722866	-115.507377
32.722867	-115.507268
32.722867	-115.507488
32.722928	-115.537381
32.722948	-115.601335
32.722957	-115.541926
32.723016	-115.508635
32.723211	-115.577791
32.723219	-115.585679
32.723918	-115.551546
32.724213	-115.619306
32.725652	-115.263209
32.726159	-115.604804
32.726491	-115.556716
32.726492	-115.556607
32.726494	-115.556494
32.726577	-115.688189
32.726708	-115.512737
32.726736	-115.55683
32.726739	-115.55661
32.726739	-115.55672
32.726744	-115.556499
32.726808	-115.520705
32.72686	-115.512804
32.72817	-115.668766
32.730439	-115.542481
32.731203	-115.516899
32.731351	-115.543805
32.731741	-115.577894
32.731814	-115.628408
32.733237	-115.560453
32.733809	-115.32563
32.737189	-115.585144
