>
# @D(90,,)|(180.0,,)|UCF_9|UCERF3||(11.0,,)|"Ortigalita (South)"|(1.23,0.35,2.75)|Dextral|(0.0,,)|||||||||||||
-63.380813447 10.0534496560001
-63.3279302129999 10.048413157
-63.266233106 10.044635783
-63.2108316219999 10.043376659
-63.193203877 10.047154032
>
# @D||ATA_221|"Active Tectonics of the Andes"|||"CUMANA FAULT SYSTEM"||Dextral||"Audemard et al., 2000"||||||||||||
-63.945639049 10.3103258350001
-63.979635414 10.3237827300001
-63.9994666269999 10.330865306
-64.047628144 10.336531367
-64.0901236 10.3407809120001
-64.13757686 10.3443222
-64.1786558009999 10.355654322
-64.223984287 10.3641534130001
-64.25585588 10.383984626
-64.294810048 10.4052323540001
-64.340846792 10.4229387940001
>
# @D||ATA_222|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-64.694547142 10.0946045590001
-64.6770177659999 10.074950411
-64.6578948109999 10.052640296
-64.6270856049999 10.033517341
-64.5957452059999 10.020768704
-64.5686543529999 10.0133319990001
-64.547406625 10.007488874
-64.5245653169999 10.001645749
-64.499068043 9.99898978300007
-64.4804762809999 9.99527143100005
-64.447011109 9.97827324800005
-64.4172642899999 9.96818057700006
-64.386455084 9.95915029300005
-64.374935579 9.95399683
>
# @D||ATA_229|"Active Tectonics of the Andes"|||"TACATA FAULT"||Dextral||"Audemard et al., 2000; Audemard et al., 2006"||||||||||||
-67.175676998 10.24789351
-67.144198882 10.244116137
-67.120275514 10.2403387630001
-67.0875382739999 10.237820513
-67.057319282 10.2315248900001
-67.010731671 10.203824148
-66.959422343 10.1767529690001
-66.9443128469999 10.164476504
-66.9122051689999 10.151255695
-66.8668766819999 10.1333131690001
-66.837602035 10.130480139
-66.804550013 10.113481956
-66.779052739 10.1002611480001
-66.741279001 10.086095996
-66.708226979 10.0766525610001
-66.6666758659999 10.0596543780001
-66.6232360669999 10.0341571050001
-66.576963237 10.012437205
-66.546744245 9.98410690100008
-66.5240800019999 9.96805306200002
>
# @D||ATA_230|"Active Tectonics of the Andes"|||||Dextral||"Audemard et al., 2000; Audemard et al., 2006"||||||||||||
-66.767091056 10.101310418
-66.7359277209999 10.097533044
-66.695320952 10.102254762
-66.654714182 10.1098095090001
-66.6084413519999 10.1211416310001
-66.5583911479999 10.129640722
-66.5187287219999 10.1334180960001
-66.483788014 10.136251127
-66.449791649 10.141917187
-66.422405688 10.1447502180001
-66.3978527579999 10.1485275920001
-66.36291205 10.140972844
-66.32230528 10.1315294090001
-66.268477702 10.108865166
-66.2212605289999 10.086200923
-66.185375477 10.0616479920001
-66.157045173 10.045594153
-66.113605373 10.0238742540001
-66.058833452 9.99932132300006
-66.003117187 9.97004667600004
-65.968176478 9.94832677600004
-65.927569709 9.93321728
-65.914348901 9.92943990600003
>
# @D||ATA_270|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-69.453873195 11.0150497220001
-69.387623143 11.0304567100001
-69.333698682 11.0381602050001
-69.264367233 11.0381602050001
-69.137452163 11.057515234
-69.093253364 11.059248521
-69.0273884869999 11.059248521
-68.964123539 11.057515234
-68.906925094 11.044515588
-68.847993362 11.021116223
-68.783861771 10.989917071
-68.743996188 10.974317495
-68.717130251 10.9621844910001
-68.668598236 10.9561179900001
-68.623532794 10.943118343
-68.5695120399999 10.928642193
-68.462690251 10.8978282160001
-68.3661397879999 10.867014238
-68.2531552039999 10.8526343820001
-68.037457361 10.811549078
-67.887496004 10.76840951
-67.7128834649999 10.7396497980001
-67.478697236 10.702673025
-67.201371438 10.655424926
-67.008270512 10.636936539
-66.80078973 10.622556683
>
# @D||ATA_271|"Active Tectonics of the Andes"|||"BOCONO-ANCON-EL PILAR FAULT SYSTEM"||Dextral||"Audemard et al., 2000; Costa et al., 2006"||||||||||||
-70.0575703709999 10.878055913
-70.0136604529999 10.884989058
-69.970906059 10.893077727
-69.922374044 10.904632969
-69.8738420299999 10.917343735
-69.7929553389999 10.9450763140001
-69.720157317 10.9716533700001
-69.656603488 11.0016969980001
-69.5780278459999 11.030585102
-69.5040743 11.07449502
-69.4324318019999 11.118404938
-69.372344546 11.14960409
-69.316879386 11.1611593320001
-69.2625697509999 11.183114291
-69.202482495 11.2108468700001
-69.137773142 11.244357071
-69.088085603 11.269778602
-69.026842823 11.2975111820001
>
# @D||ATA_272|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-69.043020161 11.22471316
-69.0083544359999 11.227024209
-68.9598224219999 11.2235576360001
-68.9274677449999 11.2166244910001
-68.874313634 11.225868684
-68.8384923849999 11.239734974
-68.809604281 11.2362684020001
-68.766849888 11.2235576360001
-68.717162349 11.1992916290001
-68.665163762 11.181958767
-68.5992988849999 11.1657814280001
-68.519567718 11.1415154210001
-68.42019264 11.111471793
-68.361260908 11.0906723580001
-68.301173652 11.0606287300001
-68.178873546 10.975433789
-68.0437485479999 10.873177033
-67.941491793 10.8183966290001
-67.8282789579999 10.759964198
>
# @D||ATA_286|"Active Tectonics of the Andes"|||"GUAYAQUIL ALGECIRAS FAULT SYSTEM"|(3.8,,)|Dextral||"Lavenu, 2006; Tibaldi., 2007; Winter, 1993"||||||||||||
-79.625415184 -2.59635029699996
-79.887060129 -2.74827316899996
-80.123384597 -2.94239683799998
-80.3934697019999 -3.11120002899997
-80.874558796 -3.47412688899993
-81.2037250179999 -3.82861359
-81.423169166 -4.18310029099996
-81.625732995 -4.42786491699997
-81.71857475 -4.54602715099998
>
# @D||ATA_286|"Active Tectonics of the Andes"|||"GUAYAQUIL ALGECIRAS FAULT SYSTEM"|(3.8,,)|Dextral||"Lavenu, 2006; Tibaldi., 2007; Winter, 1993"||||||||||||
-79.576353093 -2.57517195299994
-79.49298168 -2.54454572
-79.318451505 -2.42134794899994
-79.179854012 -2.25195101399993
-79.0207235569999 -2.09282055899996
-78.9468936169999 -1.95682137299997
-78.8716060899999 -1.80624632
-78.782629922 -1.68989286899995
>
# @D||ATA_294|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-73.264246413 -15.994010734
-73.240816578 -15.9878087179999
-73.2180758549999 -15.983674041
-73.196713358 -15.981606703
-73.171905297 -15.9809175899999
-73.153299251 -15.976782913
-73.13331498 -15.970580898
-73.0988593389999 -15.963000657
-73.069916601 -15.958176868
-73.045797653 -15.951285739
-73.023746043 -15.9457728369999
-73.0065182229999 -15.940259935
-72.9837775 -15.940259935
-72.950010973 -15.940259935
-72.9176226709999 -15.93681437
>
# @D||ATA_330|"Active Tectonics of the Andes"|||"MICALACO FAULT"||Dextral||"Macahar� et al., 2003 (normal ft)"||||||||||||
-70.2900864929999 -17.479024895
-70.3229567389999 -17.465671358
-70.350691008 -17.4492362349999
-70.38664284 -17.429719527
-70.422594671 -17.413284404
-70.455464916 -17.396849281
-70.4738902299999 -17.389979914
-70.4877573649999 -17.3905577109999
-70.509135864 -17.384779738
-70.522425202 -17.3766905759999
-70.535714539 -17.369179211
-70.5570930389999 -17.359934455
-70.56113762 -17.357623266
>
# @D||ATA_331|"Active Tectonics of the Andes"|||"MICALACO FAULT"||Dextral||"Macahar� et al., 2003 (normal ft)"||||||||||||
-70.56113762 -17.3501119009999
-70.5865607009999 -17.3356669689999
-70.605628011 -17.3235332259999
-70.6281621049999 -17.312555077
-70.644340429 -17.302732523
-70.659940956 -17.2946433609999
-70.677852672 -17.2830874159999
-70.6969199819999 -17.2686424839999
-70.7107871169999 -17.257086538
-70.7263876439999 -17.248419579
-70.743721562 -17.2403304169999
-70.7500773319999 -17.235130241
>
# @D||ATA_332|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-69.824959678 -17.706291828
-69.8440269879999 -17.696469274
-69.8625165019999 -17.688957909
-69.8885173789999 -17.682024342
-69.912207068 -17.6722017879999
-69.934741162 -17.6594902479999
-69.951497284 -17.651978883
-69.96709781 -17.646778707
-69.9850095259999 -17.638689545
-70.005810228 -17.625400208
-70.021988552 -17.6149998569999
-70.0416336599999 -17.606332897
-70.072834714 -17.597665938
>
# @D||ATA_333|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-69.987320715 -17.665846018
-70.010432607 -17.650823288
-70.034122295 -17.6300225859999
-70.0555007949999 -17.6138442619999
-70.075145903 -17.6022883159999
-70.104035767 -17.5878433839999
-70.131770037 -17.5716650599999
-70.146214969 -17.5629981009999
-70.175104833 -17.5445085879999
-70.198216725 -17.535263831
-70.217284035 -17.5219744939999
-70.2236398049999 -17.513885332
>
# @D||ATA_334|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-70.2340401559999 -17.535841628
-70.2502184799999 -17.512729737
-70.2635078179999 -17.494818021
-70.274485966 -17.486151062
-70.287197507 -17.480950886
>
# @D||ATA_335|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-70.255418656 -17.49712921
-70.2351957509999 -17.509840751
-70.229995575 -17.513885332
>
# @D||ATA_355|"Active Tectonics of the Andes"|||"RAPAZ FAULT SYSTEM"||Dextral||||||||||||||
-77.0076524419999 -9.62831292499993
-76.995624767 -9.66439594799994
-76.970065959 -9.71401010599993
-76.955031366 -9.75009312899994
-76.941500232 -9.77264501899998
-76.917444883 -9.80421766499995
-76.8933895339999 -9.83879722899997
-76.876851481 -9.86285257799994
-76.873844563 -9.88841138599997
-76.8708376439999 -9.93201170699996
-76.855803051 -9.98012240499997
-76.831747702 -10.0357504
-76.8152096489999 -10.095888772
-76.7866439219999 -10.1635444409999
-76.765595492 -10.204137843
>
# @D||ATA_358|"Active Tectonics of the Andes"|||"RAPAZ FAULT SYSTEM"||Dextral||||||||||||||
-76.5622526189999 -10.956243366
-76.564507808 -10.923543126
-76.573528564 -10.900991236
-76.578038942 -10.8694185909999
-76.5859321029999 -10.8434839179999
-76.598335643 -10.8096560829999
-76.617504749 -10.7758282479999
-76.63780145 -10.739745225
-76.653587773 -10.699151823
-76.6682465009999 -10.666451583
-76.690798391 -10.639389315
-76.702074336 -10.597668319
>
# @D||ATA_364|"Active Tectonics of the Andes"|||"MURINDO FAULT"||Dextral||"Paris et al., 2000"||||||||||||
-77.3992704 8.46285050300003
-77.365191989 8.41073058
-77.3351228029999 8.34658298300008
-77.321090516 8.28243538500004
-77.2970351669999 8.23232007500008
-77.2649613679999 8.18621398900007
-77.2208598939999 8.10803410500006
-77.160721522 8.03987728200002
-77.1045923739999 7.96771123500002
-77.0364355519999 7.83139759
-76.9562510549999 7.64496863500005
-76.9201680309999 7.57681181300006
-76.868298685 7.52181025900006
-76.831965085 7.47056735400002
-76.810791366 7.43273029500006
-76.7679427749999 7.35379868100006
-76.719456212 7.27035668900004
-76.679990405 7.19819064100005
-76.647290165 7.13504535
-76.62586587 7.07190005900003
-76.607824358 6.99635122800004
-76.594293224 6.91516442500006
-76.58076209 6.82833964900004
-76.5638481729999 6.76293916900005
-76.545806661 6.69641109400004
-76.52550996 6.63101061400005
-76.502958071 6.56335494500007
-76.4882993419999 6.51825116500004
>
# @D||ATA_377|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-74.48925494 7.42499830300005
-74.4615408239999 7.44716959600004
-74.4379838249999 7.47765512400002
-74.410269709 7.49844071100006
-74.392255533 7.52754053300004
-74.361770006 7.56634029500003
-74.318813126 7.61345429300007
-74.303916788 7.63423988
-74.280013363 7.65606474600003
-74.259227776 7.68412528900006
-74.2249315569999 7.69971447900002
-74.196871014 7.70283231800005
-74.150103443 7.71634294900002
-74.113728666 7.73297141900002
-74.07527533 7.76726763800002
-74.04201839 7.81819232600003
-73.996290099 7.86495989700006
-73.9777779349999 7.88366692500006
-73.952640366 7.90529692700005
-73.925749012 7.92517314500003
-73.8976884699999 7.94797233600002
-73.882489009 7.95557206600006
>
# @D||ATA_380|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-74.380635813 8.23591045500007
-74.3598502259999 8.25357820400006
-74.3255540069999 8.27644235
-74.295414906 8.29930649600004
-74.253843731 8.32944559700007
-74.2133118359999 8.36478109500007
-74.1748585 8.39699875500003
-74.134326605 8.43337353300006
-74.1104231799999 8.44792344400003
-74.080284079 8.47806254500006
-74.060537771 8.51235876400006
-74.0252022729999 8.54145858600003
-73.9711597469999 8.57263696600006
-73.93270641 8.60381534700002
>
# @D||ATA_413|"Active Tectonics of the Andes"|||LA_CRUZ_FAULT||Dextral||"Eguez et al., 2003_USGS"||||||||||||
-80.597265636 -2.3358651299999
-80.541933452 -2.37870294899994
-80.472321995 -2.43938986099994
-80.411635084 -2.49115222599994
-80.317034899 -2.57504295699994
-80.256347987 -2.62323550399998
>
# @D||ATA_435|"Active Tectonics of the Andes"|||CHINGUAL_FAULT||Dextral||"Paris et al., 2000"||||||||||||
-77.868073429 0.017768970000048
-77.839611106 0.102388660000048
-77.767229155 0.201520462000048
-77.669670873 0.318747752000048
-77.598862443 0.428894199000048
-77.541428939 0.513864316000048
-77.500517401 0.568150779000048
-77.455672062 0.597260911000048
-77.38575131 0.674615539000048
-77.284209811 0.763464351000048
-77.239575223 0.802343105000048
-77.16325947 0.814144510000048
-77.101892164 0.836173800000048
-77.027149932 0.883379420000048
-76.908349121 0.941599685000048
-76.823379005 1.01004783400005
-76.769092542 1.03679768600005
-76.71795312 1.06197401600005
>
# @D||ATA_444|"Active Tectonics of the Andes"|||||Dextral_Transform||||||||||||||
-82.6669329859999 7.31185100900007
-82.64641857 6.14387521400005
-82.587725389 5.04826915900003
-82.568160995 4.22656461800005
-82.665982964 3.50268204600007
-82.744240539 2.28968962800008
-82.90075569 1.13539039100004
-82.939884478 0.470201001000021
-83.057270841 0.098477518000038
>
# @D||ATA_445|"Active Tectonics of the Andes"|||||Dextral_Transform||||||||||||||
-83.0915085299999 6.41777672700005
-83.018142053 5.81617161700007
-82.930102281 5.05316025700006
-82.988795462 4.39286196500007
-82.988795462 3.68854378700007
-82.974122167 2.86683924600004
-83.018142053 2.059808
-83.106181825 1.44352959400004
-83.0915085299999 0.827251188000048
-83.106181825 0.387052327000049
>
# @D||ATA_460|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-73.1896541639999 11.235820061
-73.2337297879999 11.2296556380001
-73.271024547 11.225340542
-73.29599046 11.220409004
-73.319107047 11.2194843400001
-73.3542442579999 11.21671035
-73.381059498 11.215169244
-73.407258296 11.212087033
-73.426676228 11.2123952540001
-73.4470188239999 11.209929485
-73.47013541 11.204381504
-73.487704016 11.201299293
-73.5139028139999 11.1948266480001
-73.5259234389999 11.1898951100001
-73.5468824769999 11.1812649180001
-73.56660863 11.174792274
-73.5854101209999 11.16585386
-73.591574544 11.1621552070001
>
# @D||ATA_461|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-75.900533379 3.76172140100005
-75.9424776939999 3.72481040400004
-75.9575776469999 3.68622163400005
-75.982744236 3.64931063700004
-76.02468855 3.60233300500005
-76.061599547 3.57716641600007
-76.0783772729999 3.54361096500003
-76.105313387 3.50145692800004
-76.12199936 3.45468901800007
-76.1320659959999 3.42952242900003
-76.1428273339999 3.38325260700003
-76.1612304019999 3.34149179900004
-76.1807214 3.30201171300007
-76.1857547179999 3.27013403300003
-76.2008546709999 3.23825635400004
-76.220987942 3.20637867500005
>
# @D||ATA_462|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-75.052003938 4.46763655400002
-75.039462424 4.47032402100007
-75.030802807 4.47241427400007
-75.02094876 4.47360870300002
-75.008705854 4.47719199300008
-75.000643452 4.47898363800005
-74.991088013 4.48346275
-74.9809353589999 4.48734464700004
-74.968692452 4.49212236700004
-74.9609286579999 4.49600426400002
-74.948387144 4.49869173100006
-74.940324742 4.50227502100006
>
# @D||ATA_465|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-73.23262055 9.53095102500004
-73.223212519 9.53901505200002
-73.2164924969999 9.55178309400003
-73.207084466 9.55850311600005
-73.1956604279999 9.56925515100005
-73.18087638 9.57933518500005
-73.164748327 9.59411923300007
-73.149964278 9.61091928900004
-73.1412282489999 9.62301532900005
-73.128460207 9.63981538400003
-73.116364167 9.66064745300002
-73.106956136 9.67610350400003
-73.0814200519999 9.70567160100006
-73.063947994 9.71978364800003
-73.047147939 9.74330372500003
-73.029003879 9.76615180100003
-73.010859819 9.78698386900004
-72.997419775 9.80311192300007
-72.987339741 9.81789597100004
-72.975243701 9.83335202200004
-72.963147662 9.84948007600008
-72.9597876509999 9.86224811800002
-72.948363613 9.87367215500007
-72.940299586 9.88912820600007
-72.9187955149999 9.91264828400006
-72.902667462 9.92944833900003
-72.8825073959999 9.96103244300002
-72.854283303 10.0006805740001
-72.8253872069999 10.032264678
-72.7971631139999 10.066536791
-72.770283025 10.0994649
-72.754154972 10.118280962
-72.738698921 10.13575302
-72.725930879 10.154569082
-72.7037548059999 10.179433164
-72.687626753 10.20564125
-72.6627626709999 10.2242893120001
-72.643610608 10.241425368
>
# @D||ATA_474|"Active Tectonics of the Andes"|||||Dextral||||||||||||||
-75.3743335949999 7.67926155400005
-75.397435076 7.64493935300004
-75.413276092 7.62447804200002
-75.425816896 7.60137656
-75.436377573 7.58223533300003
-75.450898504 7.56111397900003
-75.4693796889999 7.53999262400004
-75.481260451 7.51623110100007
-75.494461298 7.49180953500007
-75.5109623559999 7.46540784200005
-75.52086299 7.44296640300007
-75.529443541 7.41920488
-75.551224937 7.39544335600004
-75.567725995 7.36442136700003
-75.593467646 7.34528014
-75.604688365 7.33735963200007
>
# @D||ATA_477|"Active Tectonics of the Andes"|||"CUIZA FAULT(?)"||Dextral||||||||||||||
-68.7517839189999 12.043798607
-68.699260684 12.0378300580001
-68.337430207 12.018786348
-68.032730859 11.987046833
-67.759771026 11.9616552210001
-67.31541781 11.917219899
-66.801237659 11.8093055460001
-66.293405412 11.764870225
-65.9315749359999 11.771218128
-65.4935696219999 11.764870225
-65.042868503 11.733130709
-64.712777542 11.656955872
-64.5223404499999 11.6252163570001
>
# @D||ATA_478|"Active Tectonics of the Andes"|||"CUIZA FAULT"||Dextral||"Paris et al., 2000"||||||||||||
-71.587717277 11.9144844200001
-71.3374530359999 11.938900443
-71.087188796 11.993836496
-70.794196514 12.048772549
-70.525620256 12.1281246250001
-70.202107945 12.134228631
-69.872491628 12.109812608
-69.3597551359999 12.054876555
-68.962994754 12.0304605310001
-68.657794461 12.0365645370001
>
# @D||ATA_480|"Active Tectonics of the Andes"|||"CUIZA FAULT"||Dextral||"Paris et al., 2000"||||||||||||
-71.5894136489999 11.9135544860001
-71.6198678919999 11.9154578760001
-71.6731628169999 11.923071437
-71.741684863 11.9287816070001
-71.793076398 11.926878217
-71.8558882739999 11.9325883880001
-71.935830661 11.9287816070001
-72.0214832189999 11.9287816070001
-72.084295095 11.923071437
-72.153986187 11.9049290840001
-72.23742442 11.872925379
-72.366842793 11.8302282940001
-72.438590571 11.804346009
-72.5326492259999 11.789622637
-72.607092931 11.786238832
>
# @D(70.0,60.0,80.0)|(170,160.0,180.0)|ME_AF06|EMME||(26.0,,)||(1.9,0.75,3.0)|Dextral|(0.0,,)||3|||||||||||
65.571382 34.361014
66.091041 34.439756
66.831551 34.515628
67.250737 34.632584
67.746779 34.743349
68.684867 34.944801
68.843904 35.006242
68.990394 35.039216
69.086576 35.075254
>
# @D(70.0,60.0,80.0)|(170,160.0,180.0)|ME_AF24|EMME||(30.0,,)||(0.5,0.1,0.8)|Dextral|(0.0,,)||3|||||||||||
62.055877 34.653562
62.170643 34.61177
62.260439 34.595023
62.440505 34.579843
62.669974 34.572117
62.850125 34.561896
63.068128 34.532885
63.300791 34.490662
63.516232 34.465908
63.781948 34.464113
63.972018 34.463316
64.156947 34.508438
64.357474 34.524873
64.599188 34.53458
>
# @D(70.0,60.0,80.0)|(170,160.0,180.0)|ME_AF23|EMME||(30.0,,)||(1.9,0.75,3.0)|Dextral|(0.0,,)||3|||||||||||
63.171811 34.404879
63.403925 34.373308
64.063945 34.342219
64.857761 34.316767
65.293892 34.351287
65.414054 34.364496
65.498659 34.36809
65.565217 34.360827
>
# @D(70.0,60.0,80.0)|(120,105.0,135.0)|ME_PK20|EMME||(25.0,,)||(0.6,0.15,1.0)|Dextral-Reverse|(5.0,,)||3|||||||||||
72.113586 34.730331
71.944455 34.721671
71.790913 34.753936
71.644828 34.729297
71.57409 34.732795
71.144876 34.646764
>
# @D(65.0,50.0,80.0)|(177,175.0,180.0)|ME_PK80|EMME||(25.0,,)||(1.5,1.0,2.0)|Dextral|(5.0,,)||3|||||||||||
71.644481 32.702225
71.596025 32.923068
71.541749 32.982173
71.532815 33.051007
>
# @D(67.5,55.0,80.0)|(120,105.0,135.0)|ME_PK94s2s9|EMME||(25.0,,)||(1.5,1.0,2.0)|Dextral-Reverse|(5.0,,)||3|||||||||||
72.1197 32.389305
71.973053 32.413597
71.849184 32.501669
71.721416 32.738511
>
# @D(55.0,35.0,75.0)|(-115,-160.0,-70.0)|ME_GRCS150|EMME||(14.0,,)||(0.3,0.2,0.5)|Dextral-Normal|(0.0,,)||1|||||||||||
24.479029 40.94717
24.536421 40.966303
24.563718 40.977452
24.600179 40.988512
24.642136 41.005872
24.669696 41.018896
24.697504 41.039627
24.732261 41.064727
24.762167 41.089367
24.787028 41.10597
24.815387 41.120258
24.848474 41.133553
24.872523 41.142523
24.895239 41.147025
24.916664 41.148406
24.930547 41.149095
24.945815 41.147831
24.956765 41.144722
24.9724 41.14184
25.000681 41.139563
25.017327 41.140125
25.033268 41.137556
25.039714 41.13518
25.055369 41.131161
25.074362 41.127232
25.091676 41.123979
25.112214 41.120659
25.13001 41.120284
25.144873 41.120867
25.158567 41.121921
25.168193 41.125307
25.185599 41.130319
25.197584 41.133202
25.207721 41.134328
25.216603 41.133686
25.224281 41.13262
25.234943 41.131937
25.251065 41.134275
25.28464 41.142506
25.305744 41.150561
25.349548 41.161686
25.376025 41.170056
25.391658 41.174632
25.407814 41.177398
25.42091 41.177989
25.435676 41.175845
25.454503 41.171359
25.479725 41.163574
25.512679 41.155323
25.566469 41.142816
25.603306 41.134447
25.644498 41.125049
25.689884 41.112959
25.743292 41.1
25.786962 41.091728
25.826633 41.086023
>
# @D(35.0,25.0,45.0)|(115,90.0,140.0)|ME_GRCS697|EMME||(17.5,,)||(0.8,0.14,1.5)|Dextral-Reverse|(3.0,,)||1|||||||||||
32.384275 34.819359
32.449311 34.744901
32.526364 34.681116
32.599393 34.642891
32.695423 34.600443
32.771105 34.560092
32.846537 34.524001
32.946178 34.460426
33.083818 34.400833
33.221827 34.375501
33.339487 34.352265
33.446162 34.343925
33.568879 34.320697
33.696277 34.30387
33.826827 34.276395
>
# @D(80.0,70.0,90.0)|(145,120.0,170.0)|ME_GRCS699|EMME||(17.5,,)||(6.0,2.0,10.0)|Dextral-Reverse|(3.5,,)||1|||||||||||
32.857252 35.730917
32.800937 35.664334
32.744622 35.597752
32.665413 35.461145
32.573954 35.321018
32.50027 35.205514
32.426585 35.09001
32.34571 34.959909
32.271421 34.846864
32.190796 34.712503
32.084516 34.58449
32.022403 34.522599
31.96029 34.460708
31.862502 34.360406
>
# @D(80.0,70.0,90.0)|(-2,173.0,-177.0)|ME_GRCS831|EMME||(15.0,,)||(1.2,0.8,1.6)|Dextral|(0.0,,)||1|||||||||||
25.382807 39.742699
25.309649 39.694763
25.236493 39.646826
25.163335 39.59889
25.090178 39.550953
25.01702 39.503018
24.980441 39.47905
24.943862 39.455081
24.907284 39.431113
24.870706 39.407145
24.834127 39.383177
24.797548 39.359208
24.76097 39.33524
24.724391 39.311272
24.687812 39.287304
24.651233 39.263335
>
# @D(80.0,70.0,90.0)|(20,180.0,-140.0)|ME_GRCS840|EMME||(18.0,,)||(0.8,0.7,0.9)|Dextral|(0.5,,)||1|||||||||||
25.335447 39.356552
25.296293 39.318799
25.25714 39.281046
25.211437 39.239191
25.165734 39.197335
25.129532 39.162468
25.088654 39.1226
25.046536 39.080787
25.023 39.05745
25.006896 39.038003
24.999464 39.017582
24.990792 39.004941
24.956107 38.97577
24.906556 38.933957
24.868155 38.902841
24.830992 38.874642
>
# @D(80.0,70.0,90.0)|(15,180.0,-150.0)|ME_GRCS845|EMME||(17.0,,)||(0.8,0.6,0.9)|Dextral|(0.0,,)||1|||||||||||
25.155874 39.054646
25.174948 39.073896
25.194022 39.093145
25.223994 39.123089
25.253966 39.153033
25.289388 39.182977
25.32481 39.212921
25.360232 39.242865
25.383394 39.267462
25.406556 39.292059
25.425628 39.30917
25.4447 39.326281
>
# @D(80.0,70.0,90.0)|(15,180.0,-150.0)|ME_GRCS850|EMME||(15.0,,)||(1.2,0.5,2.0)|Dextral|(0.0,,)||1|||||||||||
26.354506 39.379322
26.333096 39.35704
26.311687 39.325208
26.291296 39.288602
26.277023 39.254383
26.265808 39.22096
26.239301 39.183557
26.215343 39.160082
26.191384 39.136606
26.162838 39.111539
26.134291 39.086471
26.09453 39.05066
26.058929 39.019602
26.020851 38.989712
26.001716 38.97414
>
# @D(85.0,80.0,90.0)|(10,180.0,-160.0)|ME_GRCS853|EMME||(16.0,,)||(1.2,0.5,2.0)|Dextral|(0.5,,)||1|||||||||||
25.4319 38.600364
25.462522 38.619594
25.493144 38.638823
25.523766 38.658053
25.55643 38.679687
25.589094 38.701321
25.619512 38.721398
25.64993 38.741475
25.671981 38.757576
25.694031 38.773677
25.72121 38.791389
25.748389 38.809101
25.777619 38.826813
25.806849 38.844524
25.832707 38.859829
25.858566 38.875134
>
# @D(72.5,60.0,85.0)|(-125,-150.0,-100.0)|ME_GRCS907|EMME||(15.0,,)||(1.2,0.5,2.0)|Dextral-Normal|(0.5,,)||1|||||||||||
26.35037 37.718428
26.318509 37.70854
26.286648 37.698652
26.249906 37.686976
26.213163 37.675302
26.177915 37.662508
26.138307 37.655528
26.111633 37.650452
26.086575 37.651721
26.052626 37.644107
26.016252 37.628879
25.97422 37.605403
25.947546 37.587003
25.920871 37.568602
25.895005 37.551154
25.869139 37.533705
>
# @D(77.5,70.0,85.0)|(-135,-160.0,-110.0)|ME_GRCS910|EMME||(15.0,,)||(0.6,0.1,1.0)|Dextral-Normal|(0.5,,)||1|||||||||||
26.619546 37.798168
26.595386 37.76523
26.562276 37.736197
26.529166 37.707164
26.495106 37.675081
26.461046 37.642998
26.422898 37.610915
26.38475 37.578832
26.360227 37.553879
26.335705 37.528925
26.311182 37.503972
26.274398 37.46975
26.237614 37.435528
>
# @D(82.5,75.0,90.0)|(17,180.0,-145.0)|ME_GRCS999|EMME||(16.0,,)||(4.0,1.0,7.0)|Dextral|(0.0,,)||1|||||||||||
25.451359 40.042083
25.421157 40.02456
25.393581 40.010645
25.366004 39.996729
25.334489 39.977144
25.312822 39.960137
25.291155 39.943129
25.247821 39.913236
25.224841 39.892621
25.201861 39.872005
25.175583 39.851516
25.149304 39.831027
25.10521 39.797214
25.061116 39.7634
25.020831 39.732507
24.980545 39.701614
24.94026 39.670721
>
# @D(85.0,85.0,85.0)|(167,167.0,167.0)|ME_TRCS001|EMME||(18.0,,)||(13.5,1.0,25.9613)|Dextral|(2.0,,)||1|||||||||||
40.548075 39.414054
40.58753 39.401824
40.626984 39.389593
40.666439 39.377363
40.708778 39.380242
40.751117 39.38312
40.793456 39.385999
40.835915 39.384521
40.878375 39.383042
40.920834 39.381564
40.960256 39.369306
40.999679 39.357048
41.039101 39.34479
41.08461 39.331295
41.130119 39.317799
>
# @D(87.0,84.0,90.0)|(167,167.0,167.0)|ME_TRCS002|EMME||(18.0,,)||None|Dextral|(2.0,,)||1|||||||||||
39.722414 39.673095
39.751902 39.63995
39.816805 39.610606
39.874207 39.598975
39.9315 39.58908
39.988792 39.574436
40.045345 39.558227
40.101897 39.542017
40.159898 39.529266
40.217898 39.516515
40.275715 39.503337
40.333532 39.490158
40.389356 39.472638
40.44518 39.455118
40.496867 39.438896
40.548554 39.422673
>
