>
# @D(90,,)|(180.0,,)|UCF_9|UCERF3||(11.0,,)|"Ortigalita (South)"|(1.23,0.35,2.75)|Dextral|(0.0,,)|||||||||||||
135.56076906 35.091919992
135.565357023 35.088939227
135.569905097 35.083956094
135.57222759 35.07630105
135.574462533 35.0722575660001
135.579354299 35.0665403350001
135.583546137 35.0605441210001
135.585641116 35.055802713
135.588014119 35.0496674710001
135.588572138 35.0477147080001
135.588710207 35.0453439830001
135.58870542 35.0392086860001
135.589680488 35.03474722
135.593592355 35.028611014
135.598905037 35.024288633
135.604757088 35.0199365400001
135.608415804 35.0164984410001
135.611225274 35.0130201970001
135.616240049 35.0086698270001
135.620711862 35.0026726180001
135.627979526 34.9938877930001
135.634550106 34.989285474
135.642800534 34.9848231770001
135.652029881 34.9802209200001
135.659442344 34.976873476
135.665034992 34.97282907
135.666291968 34.970319386
135.665588198 34.965438928
135.663206566 34.9608373990001
135.660686855 34.958885563
135.660125943 34.957769678
135.66054108 34.9527502620001
135.663615954 34.948566812
135.670324614 34.9413147980001
135.674517418 34.9362954700001
135.675914386 34.9336458060001
135.675072552 34.9309960890001
135.671011096 34.925558616
135.670029317 34.9216540400001
135.671145343 34.91802848
135.672822268 34.915936759
135.676876046 34.9120323
135.678533813 34.9102327800001
135.680810744 34.9080109340001
135.683223597 34.9056317070001
135.684470714 34.9039501840001
135.687219526 34.9007368320001
>
# @D(90.0,,)||GFE_80958|"GEM Faulted Earth"||(20.0,,)|Suzugasawa|(0.1,,)|Sinistral|(0.0,,)||||1|Suzugasawa||227||||||
137.661447737 35.335572014
137.6722811 35.3274982030001
137.682732003 35.3228365850001
137.692717679 35.3181907740001
137.701907113 35.312032704
137.711781438 35.3072414960001
137.719188894 35.3046409780001
137.732631854 35.3013536880001
137.741136221 35.2986152130001
137.752931401 35.293277115
137.763217695 35.2883489330001
>
# @D(70.0,,)||GFE_80959|"GEM Faulted Earth"|90|(20.0,,)|Sakaitoge|(0.98,,)|Sinistral|(0.0,,)||||1|Sakaitoge-Kamiya|(3515,2595,)|233|"(0.3, 0.3, 0.29999999999999999)"|||||
137.599259218 36.2009284320001
137.607050889 36.1918146790001
137.610153727 36.189012081
137.613733561 36.1852116090001
137.61788635 36.1812681690001
137.621732144 36.1779196520001
137.627336866 36.172431427
137.634973453 36.165876375
137.647238662 36.158610524
137.652918331 36.1543351600001
137.6675727 36.1375634620001
137.677310286 36.1263030050001
137.684564994 36.1174652060001
137.690025894 36.107736463
137.693112047 36.0968387930001
137.69392657 36.081484577
137.698461487 36.0734066210001
137.704094271 36.066278583
137.70624222 36.062763041
137.707293624 36.0499445390001
137.708248709 36.045571066
137.732573218 36.00335353
137.742411106 35.9840239970001
137.746552977 35.9780097920001
137.755268495 35.9708108400001
137.76005626 35.966083504
137.773501749 35.94895181
137.782860392 35.937082409
>
# @D(90.0,,)||GFE_80960|"GEM Faulted Earth"||(20.0,,)|Kurotsu|(0.1,,)|Sinistral|(0.0,,)||||1|Nobi|(,,59)|233||||||
136.583646373 35.7247408110001
136.5864805 35.714515056
136.590932505 35.703745403
136.600403208 35.689191308
136.610390076 35.668901884
136.612534019 35.665309349
136.613239076 35.6620807370001
136.615741995 35.658307232
>
# @D(90.0,,)||GFE_80977|"GEM Faulted Earth"||(20.0,,)|Yabu|(0.1,,)|Sinistral|(0.0,,)||||1|Yabu||227||||||
134.553877281 35.388206622
134.577795112 35.389113063
134.592281834 35.388648447
134.6309154 35.3881733850001
134.641721474 35.387022765
134.661498717 35.3867852450001
134.670925891 35.386322514
134.682423888 35.385630857
134.68955226 35.3853980480001
134.711857301 35.384472665
134.724505181 35.384237983
134.736745441 35.383566317
134.747714445 35.382303113
134.763985412 35.3794132990001
134.780144502 35.3759652150001
134.790486748 35.3710350220001
134.815082812 35.3635774480001
134.83036863 35.358301409
134.838070979 35.3572667060001
134.848415164 35.3541693010001
134.856001532 35.352905621
134.865436771 35.3505691080001
134.891097594 35.3474410600001
134.903505491 35.3473823530001
134.909588203 35.3462215870001
134.914481887 35.346779801
134.917450268 35.346848736
134.919730078 35.3464778310001
134.924447716 35.3447851350001
134.928954332 35.344307294
134.932082061 35.3440943910001
134.936110744 35.342877624
>
# @D(60.0,,)||GFE_80990|"GEM Faulted Earth"|180|(20.0,,)|Tomikusa|(0.1,,)|Sinistral|(0.0,,)||||1|Shimojo-sanroku||227||||||
137.806588499 35.300379655
137.809111938 35.3095456770001
137.810248605 35.3158249910001
137.80987344 35.321098383
137.809119374 35.324614964
137.80534347 35.3307691700001
137.803330484 35.3350396340001
137.801695428 35.3403139930001
137.80056529 35.3465932510001
137.80056622 35.3484770370001
137.801701929 35.3536254800001
137.801831677 35.360029755
137.801831635 35.3611596260001
137.801289568 35.364208266
137.800043569 35.367036913
137.797700652 35.3702444890001
137.791955655 35.3761104480001
137.787306974 35.3782507930001
137.780751695 35.3809842380001
137.773893739 35.3853407460001
137.768330799 35.389123178
137.76207238 35.393143278
137.757813506 35.3957303830001
137.74920909 35.40151073
137.74348278 35.4055571960001
137.739293498 35.4076329050001
137.736314337 35.4096488960001
137.732770252 35.4120830430001
137.729454723 35.4143715610001
137.726673403 35.4167879280001
137.72181897 35.4194947030001
137.719647411 35.4210323950001
137.716654625 35.42309658
137.713808889 35.4242042400001
>
# @D(90.0,,)||GFE_80991|"GEM Faulted Earth"||(20.0,,)|Tachikawa|(0.3,,)|Sinistral|(0.0,,)||||1|Tachikawa|(13595,12893,)|233|"(0.20500000000000002, 0.18, 0.23)"|||||
139.187754302 35.878324612
139.191111059 35.8772068270001
139.195306722 35.876648002
139.201319268 35.875110336
139.207472797 35.8737136570001
139.2141853 35.871757057
139.221594833 35.867568729
139.225090611 35.865614044
139.232920075 35.8622626320001
139.247462086 35.8558387460001
139.254453621 35.8524873120001
139.259347275 35.8506716480001
139.265360833 35.848855013
139.269555524 35.8475982670001
139.276163055 35.8443777690001
139.283241748 35.8369600980001
139.291359562 35.824984412
139.299184356 35.8133989340001
139.302818257 35.8080946310001
139.303936189 35.8073967400001
139.307011054 35.804186186
139.309805977 35.8001387190001
139.311901893 35.7977650440001
139.317354605 35.793297695
139.320289449 35.790925042
139.326022065 35.7882714950001
139.33259457 35.786594859
139.334693396 35.78645493
139.336930227 35.785896053
139.341683933 35.783103496
139.348674502 35.778914156
139.352867311 35.774726742
139.357061104 35.7709572800001
139.364888714 35.7639772790001
139.376629229 35.7509960610001
139.384875887 35.741922308
139.390327611 35.73717599
139.399132266 35.726986378
139.403884089 35.7212631520001
139.408075932 35.716237832
139.411289874 35.7107945340001
139.419254635 35.6997679930001
139.423027558 35.6936267880001
139.425541538 35.6887414080001
139.427358477 35.6863687250001
139.434626175 35.678411818
139.43616316 35.67548119
139.437834418 35.6654323720001
139.438945795 35.653570743
>
# @D(90.0,,)||GFE_80992|"GEM Faulted Earth"||(20.0,,)|Gofukuji|None|Sinistral|(0.0,,)||||1|Itoshizusen|(1415,648,)|||"(9.1179999999999986, 8.636, 9.6)"||||
137.979744338 36.2169523540001
137.98200641 36.2100872
137.983702439 36.2055847610001
137.988676394 36.195681027
137.995336201 36.1851476190001
137.996995829 36.182962149
137.999237879 36.18020992
138.000250557 36.1781582290001
138.000441124 36.1764375400001
138.000560233 36.173397892
138.00011136 36.171145138
137.997854628 36.1693382880001
137.996499786 36.1683223690001
137.996729841 36.1664085950001
137.997185903 36.163819904
137.998772861 36.1613462290001
138.000811794 36.1585356040001
138.003752586 36.157303821
138.006693387 36.1558470640001
138.00703645 36.1534833440001
138.006699536 36.1520185030001
138.00478177 36.150325648
138.003314942 36.14919674
138.00309205 36.146943993
138.003665167 36.142666498
138.004915204 36.1389539560001
138.005599281 36.135465374
138.006962325 36.1313018870001
138.009682264 36.126804473
138.010978087 36.1229721350001
138.013339294 36.1197406570001
138.014604222 36.116220997
138.014910452 36.1103774920001
138.014803611 36.1065489280001
138.015146669 36.1042981950001
138.016620638 36.1018245170001
138.019674442 36.1000298010001
138.023860161 36.0978991530001
138.025782007 36.097566241
138.027025916 36.0971183240001
138.028836811 36.095771525
138.032800659 36.090826194
138.038799344 36.0855469540001
138.042765236 36.0794757520001
138.045259191 36.075090319
138.046739295 36.0691260410001
138.047884113 36.0661967730001
138.0491456 36.0620989810001
138.05024212 36.058818817
138.051850422 36.054500848
138.052761488 36.0507872970001
138.054008467 36.0485375870001
138.056950294 36.0464049070001
138.060118093 36.0444982070001
138.062383006 36.0416885880001
138.065101901 36.0383160440001
138.066120857 36.0371921990001
138.06770475 36.036408329
138.069062689 36.034947532
138.070083683 36.0328098030001
138.07200859 36.0309000710001
138.077323203 36.028998426
138.079699049 36.027652641
138.081850958 36.0251799800001
138.081744099 36.0218013640001
138.082539136 36.019101694
138.084578064 36.0164040550001
138.087857831 36.015059294
138.091933639 36.0109028740001
138.094198539 36.0084312160001
138.09838325 36.0065255420001
138.103018895 36.005297802
138.10528072 36.004739924
138.108447515 36.0029452110001
138.111038402 36.0000726060001
138.11284628 35.9991707560001
138.115671057 35.998606893
138.118721849 35.9971421400001
138.123014568 35.9947765210001
138.125274412 35.993761695
138.129568078 35.992746922
138.133297759 35.992633031
138.136235548 35.9915062360001
138.137816441 35.9907173670001
138.138495387 35.9906043980001
>
# @D(90.0,,)||GFE_80998|"GEM Faulted Earth"||(20.0,,)|Ohara|(1.00,1.00,1.00)|Sinistral|(0.0,,)||||1|Yamasaki|(1238,1087,1082)|||"(1.0, 1.0, 1.0)"||||
134.193323086 35.1929120460001
134.20438628 35.187385933
134.214237612 35.1809978920001
134.223398971 35.1756457160001
134.232734286 35.1711554450001
134.238437891 35.167702972
134.25071003 35.160624065
134.256757645 35.1559637390001
134.263326179 35.1523373050001
134.272487533 35.147157109
134.278537113 35.143531663
134.290983197 35.1376606210001
134.298935607 35.1340332180001
134.30636907 35.1302348240001
134.315702438 35.1241927310001
134.323478922 35.1188405230001
134.331602352 35.1141792440001
134.342322534 35.110032963
134.3526977 35.107267516
134.362897923 35.1032952040001
134.376035952 35.0972501970001
134.391767802 35.089652427
134.402658998 35.0846442500001
134.439486153 35.0715145930001
134.459023655 35.0642588700001
134.469569836 35.0606305260001
134.478386201 35.056141242
134.487723473 35.053030811
134.495502884 35.049921345
134.505874157 35.0440512550001
134.508465989 35.042152532
>
# @D(60.0,,)||GFE_89196|"GEM Faulted Earth"|270||||Sinistral-Reverse|(0.0,,)||||1|"Murninnie Scarp"|(,126000,)|||||||
137.284402411815 -33.3512228133463
137.290616236907 -33.3411844603461
137.292528167662 -33.337838353771
137.290616087619 -33.3340142791211
137.293483953625 -33.3273220560783
137.295395763871 -33.3172837840171
137.294917522402 -33.3058114944168
137.291571218876 -33.2914711688389
137.290614982352 -33.2795208733922
137.290136895567 -33.2752187632183
137.286790671181 -33.2647025356728
137.284878503904 -33.2565763562448
137.284400341575 -33.2489281655762
>
# @D(90.0,,)||GFE_91026|"GEM Faulted Earth"||(20.0,,)|Mitahora|(0.1,,)|Sinistral|(0.0,,)||||1|Nobi||||||||
136.745727292 35.502880243
136.759849487 35.4910829400001
136.770168852 35.4837440330001
136.787958675 35.4733606570001
136.821184238 35.4605349390001
136.836919114 35.453649113
136.839933944 35.4510984790001
136.863614266 35.4403742870001
>
# @D(90.0,,)||GFE_91104|"GEM Faulted Earth"||(20.0,,)|Neodani|None|Sinistral|(0.0,,)||||1|Nobi|(,,59)|||"(2.0, 2.0, 2.0)"||||
136.502758336 35.7561552180001
136.516404436 35.747959495
136.542372704 35.7328998630001
136.546536478 35.729096402
136.54879546 35.7241660240001
136.551799517 35.7154461
136.554983634 35.70464342
136.559876608 35.693643804
136.576692952 35.6712387910001
136.588431382 35.658654524
136.616104863 35.6337860570001
136.623552655 35.6216456330001
136.618589124 35.620746615
136.619730128 35.6178979700001
136.625747928 35.6089391450001
136.633695828 35.592617213
136.6379637 35.5859060870001
136.642111631 35.5778451140001
136.6465795 35.5707020420001
136.654499148 35.561362307
136.661569724 35.5559900960001
136.67104426 35.545953479
136.682190646 35.5360258900001
136.701980352 35.5239937530001
136.736002914 35.5091462870001
136.738653701 35.508618412
136.743895298 35.507102714
136.753178514 35.506318031
>
# @D(90.0,,)||GFE_91111|"GEM Faulted Earth"||(20.0,,)|Tanna|(3.52,,)|Sinistral|(0.0,,)||||1|Tanna|(463,,20)|||||||
139.002546811 35.1713817520001
139.004754823 35.166181395
139.00633184 35.1622428790001
139.006983163 35.156386098
139.00798312 35.1512911560001
139.009718126 35.1472736530001
139.01002387 35.1434942070001
139.010575593 35.1396906860001
139.012554326 35.135771022
139.013816318 35.1331713480001
139.015471391 35.12757702
139.015943469 35.124504379
139.016174748 35.116704263
139.016091036 35.1093770860001
139.016403254 35.1029958120001
139.017190334 35.0991352670001
139.018763586 35.0890504430001
139.019704913 35.078414664
139.019147256 35.070692519
139.019616457 35.0643902400001
139.017953833 35.058243888
139.014712307 35.05304339
139.011548841 35.046110088
139.008697543 35.03405537
139.006873127 35.0227885900001
139.006393486 35.014436517
>
# @D(90.0,,)||GFE_91120|"GEM Faulted Earth"||(20.0,,)|Hijima|(1.0,,)|Sinistral|(0.0,,)||||1|Yamasaki|(,,1082)|||||||
134.335110478 35.1010078420001
134.342692936 35.0969684790001
134.355162997 35.091749361
134.362410424 35.089559777
134.368814903 35.088043096
134.379263111 35.083834816
134.386002639 35.0799634140001
134.392908203 35.0745791910001
134.401500611 35.0693629850001
134.408411051 35.067677335
134.414646573 35.065320747
134.420881119 35.0622902370001
134.425431753 35.0611114750001
134.432340255 35.057577038
134.435372046 35.0557253200001
134.439922697 35.0540416170001
134.44932168 35.050268529
134.461831015 35.045959042
134.46503278 35.0444442880001
134.470256394 35.042087678
134.479859707 35.0370384760001
134.489800996 35.031820301
134.501258189 35.025425296
134.508502679 35.0213859250001
134.518611953 35.016168754
134.530914021 35.0112855940001
134.540350322 35.007077291
>
# @D(90.0,,)||GFE_91124|"GEM Faulted Earth"||(20.0,,)|Imasu|(0.3,,)|Sinistral|(0.0,,)||||1|Imasu||227||||||
136.362212013 35.334536212
136.368185551 35.3328075540001
136.381483419 35.331847984
136.393045473 35.3299274830001
136.402102707 35.3291597890001
136.40807721 35.3283920220001
136.41482166 35.327240316
136.423879928 35.325511733
136.430239398 35.3247439740001
136.439682584 35.324360246
136.444885149 35.3237844380001
136.454328411 35.321287951
136.462614768 35.318982416
136.466468471 35.3178296410001
>
# @D(90.0,,)||GFE_91132|"GEM Faulted Earth"||(20.0,,)|Sangunmori|(0.1,,)|Sinistral|(0.0,,)||||1|Sangunmori||233||||||
140.857566556 37.467527111
140.858284662 37.4638265570001
140.859101921 37.4565294180001
140.859507211 37.449336256
140.859709337 37.4461496270001
140.860428415 37.4430660020001
140.861758718 37.433816102
140.863087136 37.4219964970001
140.863081382 37.416550122
140.863384643 37.4101788620001
140.864713029 37.3990791740001
140.866042396 37.388390438
140.866030901 37.3771897230001
140.865094424 37.3673258270001
140.864674788 37.360029652
140.864461143 37.3525285060001
140.864247508 37.3448213840001
140.863722949 37.335985382
>
# @D(90.0,,)||GFE_91144|"GEM Faulted Earth"||(20.0,,)|Yasutomi|(0.88,,)|Sinistral|(0.0,,)||||1|Yamasaki|(1082,682,1082)|||||||
134.54582308 34.9997392590001
134.548753871 34.9982115010001
134.556402254 34.9962998940001
134.565709494 34.994260339
134.579477372 34.991201002
134.586232844 34.989035404
134.594263215 34.986487879
134.607521143 34.9833015450001
134.617083353 34.9815159670001
134.624987706 34.9798583360001
134.630595276 34.9778206980001
134.651885555 34.9727227660001
134.669479095 34.969661516
134.67852938 34.9669860290001
134.68719867 34.965200431
134.694846081 34.9625259110001
134.710143855 34.9585757130001
134.718557189 34.956155181
134.723910765 34.9546264790001
134.726713585 34.952589776
134.734610131 34.9452108030001
134.737922897 34.9434280830001
134.745315347 34.9402456170001
>
# @D(90.0,,)||GFE_91153|"GEM Faulted Earth"||(20.0,,)|Hagiwara|(0.78,,)|Sinistral|(0.0,,)||||1|Atera|(3349,3218,)|233||||||
137.183660208 36.004112558
137.185643261 35.9856775220001
137.184896981 35.980728304
137.18382137 35.976603691
137.183876856 35.971568045
137.185084625 35.9634852660001
137.186962828 35.953796427
137.187539019 35.947435172
137.188841085 35.942662753
137.189197978 35.935839059
137.189567681 35.9338729520001
137.189990726 35.931600401
137.190622616 35.92883892
137.191623522 35.9246988880001
137.192452574 35.9214072870001
137.195033553 35.915983974
137.197797597 35.908434911
137.198676675 35.904341403
137.201136776 35.895954428
137.203740898 35.8866985560001
137.206056942 35.8801903620001
137.208083944 35.875417961
137.210690869 35.8713674910001
137.212417828 35.8684498690001
137.213732827 35.865437248
137.216339779 35.860663861
137.218366804 35.855312526
137.220826883 35.8475034840001
137.222997928 35.841285252
137.224155001 35.8366578120001
137.227714962 35.829446729
137.232048854 35.8222646610001
137.237949716 35.8122279610001
>
# @D(60.0,,)||GFE_91159|"GEM Faulted Earth"|90|(20.0,,)|Kikugawa|(0.3,,)|Sinistral|(0.0,,)||||1|Kikugawa|(8450,2038,)|233||||||
130.89646557 34.2510249900001
130.900354242 34.2501061730001
130.905169913 34.2462387150001
130.911652459 34.2414513960001
130.921653768 34.233716488
130.931840055 34.2261665610001
130.936655716 34.222667061
130.946286971 34.2180667820001
130.954436391 34.2123586020001
130.961473876 34.207940251
130.971290234 34.1990994670001
130.978142809 34.1920994110001
130.985551308 34.1860212600001
130.989626063 34.181599851
130.996108635 34.175890639
131.009055827 34.162875398
131.019492178 34.1523288230001
131.031220408 34.1418972590001
131.037084988 34.1379098350001
131.049749216 34.1245516280001
131.058780616 34.116815699
131.066521112 34.1097836640001
131.074144576 34.1042734500001
131.080832072 34.1006360010001
131.08317888 34.099931129
>
# @D(90.0,,)||GFE_2222|"GEM Faulted Earth"||(20.0,,)|Kurokura|(0.5,,)|Sinistral|(0.0,,)||||1|Kurokura||230||||||
139.000745237 35.345892018
139.0036267 35.353407244
139.006506216 35.359555625
139.007582545 35.363443424
139.009256509 35.367601683
139.010088824 35.3704247210001
139.011593672 35.3733757110001
139.013899938 35.3785098170001
139.017479341 35.383740178
139.020768939 35.3868819090001
139.025426451 35.3892037680001
139.03063289 35.392208564
139.035565379 35.39452943
139.040360885 35.3967143080001
139.042004692 35.3980811960001
139.046664145 35.4019058860001
139.05241949 35.4061405570001
139.056667999 35.4094182970001
139.0620114 35.41310602
139.068313767 35.415563907
139.07420419 35.4174758440001
139.081189551 35.4185669030001
139.085025213 35.418838973
139.086806029 35.4196579270001
139.089546732 35.421296813
139.092424364 35.4244395330001
139.094892041 35.4273082730001
139.102428175 35.4330448220001
139.108320544 35.436323605
139.113253916 35.4416511320001
139.11626952 35.4452028100001
139.119696099 35.448481529
139.124081587 35.452033242
139.132850598 35.4581797760001
>
# @D(90.0,,)||GFE_2223|"GEM Faulted Earth"||(20.0,,)|Yogogawa|(0.5,,)|Sinistral|(0.0,,)||||1|Yanagase|(4690,601,)|233||||||
136.168994603 35.6233853900001
136.173252479 35.6164272940001
136.189741096 35.586816098
136.192565144 35.578617109
136.197877081 35.567383529
136.203001112 35.554014189
136.210452894 35.541881763
136.218786694 35.527075666
136.22624343 35.5161890970001
136.242918905 35.490010505
136.243751883 35.4885996880001
136.256195556 35.467267437
136.263742273 35.4566838330001
136.282715405 35.4344448430001
>
# @D(90.0,,)||GFE_2224|"GEM Faulted Earth"||(20.0,,)|Shinanozaka|(0.0,,)|Sinistral|(0.0,,)||||1|Jonendake||233||||||
137.70857257 36.4326365410001
137.710970501 36.4290560160001
137.720426017 36.420307268
137.7352103 36.4055923450001
137.745198832 36.395251794
137.749194669 36.3904784470001
137.755188473 36.382125564
137.759051364 36.3762913360001
137.762648237 36.371517978
137.768642109 36.361440293
137.774902863 36.35375034
137.78132731 36.3483511470001
137.784988411 36.3428734440001
137.787600405 36.339130772
137.789820271 36.335586816
137.798210943 36.325245223
137.806602573 36.315964507
137.814460146 36.309337472
137.818721888 36.3064219170001
>
# @D(90.0,,)||GFE_2225|"GEM Faulted Earth"||(20.0,,)|Miyaji|"(2.7850000000000001, 0.5, 5.07)"|Sinistral|(0.0,,)||||1|Atera||||(5.04,,)||||
137.105136329 35.8657265
137.111472845 35.863848874
137.115814495 35.863026077
137.121916005 35.8618503650001
137.127783522 35.8610266060001
137.13353404 35.8604358170001
137.139870542 35.858909151
137.146793011 35.856913553
137.151017685 35.8557397930001
137.158409153 35.852691328
137.161810934 35.850582655
137.169907296 35.848703073
137.176125844 35.8462405110001
137.180936516 35.843778914
137.18515923 35.841552275
137.187506073 35.8402624820001
137.196773505 35.833819453
137.202521161 35.8296020810001
137.205792463 35.8259183530001
137.210720032 35.82146264
137.217021393 35.814660535
137.225805386 35.8024436430001
137.233215357 35.7950385510001
137.242279219 35.788847751
137.251899554 35.784158529
137.260111986 35.7801731910001
137.267385505 35.7760718430001
137.273369106 35.7727903690001
137.280408605 35.769741895
137.286275194 35.767045351
137.289794949 35.7654036270001
137.294135644 35.7634109640001
137.297537444 35.760833345
137.300470232 35.7596615530001
>
# @D(90.0,,)||GFE_2234|"GEM Faulted Earth"||(20.0,,)|Shuzenji|(0.5,,)|Sinistral|(0.0,,)||||1|Tanna|(,,20)|226||||||
138.995969495 35.03745066
138.994517031 35.026614841
138.993824201 35.023721149
138.99349033 35.021072438
138.993389407 35.0192686390001
138.988926228 35.0076768270001
138.985506808 35.000063595
138.976919649 34.9860881770001
138.97436284 34.98015293
138.969945185 34.9720274700001
138.967304117 34.96919189
138.962959712 34.96661806
138.958294237 34.964291771
138.953368245 34.961328408
138.950342126 34.957411452
138.948190493 34.950533896
138.94786311 34.9446658530001
138.946511476 34.9380385630001
138.946048451 34.934092385
138.946317378 34.928847159
138.948026877 34.924062173
>
# @D(90.0,,)||GFE_2241|"GEM Faulted Earth"||(20.0,,)|Itayatoge|(0.0,,)|Sinistral|(0.0,,)||||1|Itayatoge||||||||
130.372012903 33.4590824250001
130.375820664 33.455144949
130.378147529 33.452272323
130.382167265 33.448547826
130.386398012 33.443653468
130.394222579 33.4333338010001
130.402152134 33.423120124
130.405973028 33.4185844180001
130.411564585 33.4117356090001
130.419074118 33.403754667
130.426898688 33.393329011
130.434512252 33.383860242
>
# @D(90.0,,)||GFE_2242|"GEM Faulted Earth"||(20.0,,)|Nichinanko|(0.0,,)|Sinistral|(0.0,,)||||1|Nichinanko|(69950,27950,)|||||||
133.265543417 35.2640183030001
133.272073956 35.263432295
133.277879742 35.2620560980001
133.28254726 35.260552064
133.288134771 35.2566702680001
133.293784419 35.2530066460001
133.299652148 35.2459092720001
133.30329095 35.241525193
133.307351942 35.2384893660001
133.314409538 35.2300101660001
133.319732908 35.2249376090001
133.327326066 35.217477337
133.332622865 35.212511835
133.337232597 35.20909256
133.340977306 35.204095223
133.343830307 35.20022471
133.346160621 35.196350878
133.348074804 35.190614532
133.350321094 35.182986032
133.353188099 35.1794290600001
133.358806294 35.1725020860001
133.368091014 35.1607994890001
>
# @D(90.0,,)||GFE_2248|"GEM Faulted Earth"||(20.0,,)|Tanigumi|(0.1,,)|Sinistral|(0.0,,)||||1|Tanigumi||||||||
136.511780102 35.5496931650001
136.524736202 35.543172229
136.534210498 35.5396508630001
136.550929132 35.5368465920001
136.593093737 35.528465581
136.601829009 35.527434912
136.614057992 35.525892388
136.620775457 35.524397723
136.629575767 35.522167193
136.637096155 35.520856527
136.654975717 35.5173093700001
136.663413028 35.5159037380001
136.683057253 35.5173780480001
136.699495717 35.519962154
>
# @D(90.0,,)||GFE_2252|"GEM Faulted Earth"||(20.0,,)|Kumagawa|(0.3,,)|Sinistral|(0.0,,)||||1|Kumagawa||227||||||
135.822564674 35.470518681
135.83767856 35.4642907570001
135.850042551 35.4619643190001
135.858820886 35.4588448870001
135.872465926 35.451974002
135.881900163 35.449986455
135.889867548 35.447517928
135.897343987 35.444728427
135.907582235 35.4404671610001
135.916194609 35.4366998
135.925469838 35.435360175
135.93311224 35.4332186030001
135.944827272 35.431382093
135.949384876 35.4311992230001
>
# @D(90.0,,)||GFE_2256|"GEM Faulted Earth"||(20.0,,)|Shikanoshima-oki|(0.1,,)|Sinistral|(0.0,,)||||1|Shikanoshima-oki||||||||
130.177871053 33.8501356740001
130.179522008 33.8462141580001
130.184119929 33.833618702
130.185338379 33.8247488920001
130.186777496 33.8150384670001
130.188216211 33.805112765
130.191342402 33.7949726310001
130.196950044 33.7859724520001
130.201911765 33.7795532870001
130.212653092 33.769736229
130.222912257 33.7620786690001
130.236909317 33.7522001040001
130.241284002 33.749107543
130.248143497 33.74470618
130.253584076 33.741969598
130.258552672 33.7401828980001
130.2608005 33.7389930780001
>
# @D(90.0,,)||GFE_2268|"GEM Faulted Earth"||(20.0,,)|Okukawanami|(0.1,,)|Sinistral|(0.0,,)||||1|Okukawanami||||||||
136.167935068 35.668353188
136.173680676 35.6651596950001
136.181553059 35.6630131320001
136.208621206 35.648256485
136.221177303 35.6426184370001
136.246130572 35.629682529
136.269880865 35.6190163310001
136.276242339 35.6180845920001
136.280481015 35.616707853
136.285175635 35.615783073
136.28971529 35.614254358
136.295925777 35.6133236160001
>
# @D(90.0,,)||GFE_2272|"GEM Faulted Earth"||(20.0,,)|Habu|(0.3,,)|Sinistral|(0.0,,)||||1|Habu||230||||||
135.349812428 35.0702025690001
135.356729801 35.070661677
135.3647221 35.07050788
135.370715586 35.0700480720001
135.379320879 35.068515448
135.388081148 35.0672887920001
135.392700766 35.066594717
135.399146218 35.0659092080001
135.412056099 35.0652955780001
135.421276354 35.063303021
135.429728655 35.061923376
135.445248418 35.0580921760001
135.454160742 35.054873753
135.46092123 35.0524221910001
135.467220764 35.0498176360001
135.480739851 35.0416968820001
135.49625482 35.0318913670001
135.509158962 35.023770599
135.513459673 35.021165997
135.520220188 35.017948523
135.528671543 35.0150370540001
>
# @D(90.0,,)||GFE_2278|"GEM Faulted Earth"||(20.0,,)|Kego|(0.56,,)|Sinistral|(0.0,,)||||1|Kego|(4510,1500,)|227||||||
130.31208497 33.651954017
130.314921657 33.6506745360001
130.318741496 33.6470116350001
130.32359756 33.641400563
130.331186185 33.635444111
130.349097791 33.624230761
130.364474947 33.6121411350001
130.378420663 33.6005682380001
130.385452785 33.593763989
130.39107725 33.588126491
130.399981105 33.5786011500001
130.41168812 33.5675237360001
130.422681356 33.56053282
130.437879762 33.5514061040001
130.4471944 33.544451887
130.451677793 33.539940535
130.461030496 33.532360645
130.46734298 33.5273067410001
130.471981435 33.523066397
130.476460407 33.52011356
130.48203067 33.5152910480001
130.487870345 33.512377084
130.492543284 33.5088779770001
130.497682322 33.5057683370001
130.501187865 33.502073281
130.504693867 33.4977941970001
130.509833527 33.493516093
130.514740393 33.4884589050001
130.519414072 33.483011827
130.525021437 33.47737004
>
# @D(60.0,,)||GFE_2279|"GEM Faulted Earth"|270|(20.0,,)|Kerizaki-Tanowaki|(0.1,,)|Sinistral|(0.0,,)||||1|Kerizaki-Tanowaki||233||||||
130.98371774 30.793833412
130.985902631 30.79040883
130.989181414 30.7874522160001
130.994178092 30.7826268380001
131.000267708 30.7764006360001
131.007761276 30.7670628020001
131.014630872 30.758813837
131.022124469 30.7482311410001
131.027277174 30.7416939550001
131.036332643 30.7307993210001
131.040547386 30.726129912
131.044138198 30.7208385610001
131.050852775 30.7139904370001
131.054286586 30.7093210140001
131.05803434 30.705896459
131.064435933 30.699515278
131.072711399 30.691577302
>
# @D(48.0,,)||GFE_29275|"GEM Faulted Earth"|270|||"(0.055, 0.01, 0.1)"|Sinistral-Reverse|(0.0,,)||||1|"D'Aguilar Ranges Fault"|(,5332000,)|||||||
145.564818239667 -42.7015133602698
145.56556759705 -42.6955185012062
145.568689919029 -42.6916468218439
145.570813098731 -42.6872755708931
145.572062027702 -42.6837785697726
145.572561599291 -42.6789077472331
