>
# @D(60,,)||AUS_457581|AUS_FSD|E||"Redbanks Fault"|(0.018,0.0,0.037)|Strike-Slip||Fault_slip_rates_A.doc||||||||||||
>
# @D(80,,)||AUS_603206|AUS_FSD|NW||"West Australian Shear Zone Outer Shelf FZ Nth)"|(0.125,0.0,0.25)|Strike-Slip||"Hengesh & Whitney (2016)"||||||||||||
122.506961138578 -13.0419129796911
122.293656668835 -13.600765883597
122.095702087391 -13.9903409163861
121.897608667714 -14.2731356414035
121.691719967854 -14.4581619767466
121.516010501715 -14.6797996597419
121.339907175694 -14.9304863597934
121.162997245947 -15.2766162820899
121.070423414059 -15.4974851859437
120.900456973433 -15.7172355058628
120.714465222187 -15.9219162120915
>
# @D(80,,)||AUS_603206|AUS_FSD|SE||"West Australian Shear Zone (Inner Shelf FZ Nth)"|(0.075,0.0,0.15)|Strike-Slip||"Hengesh & Whitney (2016)"||||||||||||
123.918610813019 -13.6950206562771
124.171946965232 -13.4649636958113
124.333649249746 -13.3257881870668
124.464854687877 -13.2017669631815
124.573232641234 -13.0776829792093
>
# @D(80,,)||AUS_603206|AUS_FSD|SE||"West Australian Shear Zone (Inner Shelf FZ Sth)"|(0.015,0.0,0.03)|Strike-Slip||"Hengesh & Whitney (2016)"||||||||||||
121.376683970721 -17.111453776093
121.570810374807 -16.8251558419352
121.932829092439 -16.5100200128628
122.247349547822 -16.2017887340663
122.423318927021 -15.9739310944015
122.660116612765 -15.7751041669924
122.92708016201 -15.5019965737498
123.05661582803 -15.3392812299492
123.094645509045 -15.25793324015
>
# @D(80,,)||AUS_603206|AUS_FSD|NW||"West Australian Shear Zone Outer Shelf FZ Sth)"|(0.12,0.0,0.24)|Strike-Slip||"Hengesh & Whitney (2016)"||||||||||||
120.386059127652 -16.6333719343141
120.01549959817 -16.9846158909006
119.749192455981 -17.2372265978036
119.358494965877 -17.5048142540536
119.052383082435 -17.6486783332319
118.817265181853 -17.7789358886422
>
# @D||EAF_1494|Macgregor_AfricaFaults|||||Strike-Slip||||||||||||||
34.418043702 27.7442947120001
35.1035915890001 29.8277062540001
35.4541550500001 31.224163665
35.6598194160001 33.078655579
35.796928994 33.6309570640001
35.9203276140001 33.8943447130001
36.331656346 34.4640991640001
>
# @D||GFE_51295|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.622394527942 61.6505300978639
-149.618923877856 61.6510771356692
-149.617198230867 61.651343645256
>
# @D||GFE_51167|"GEM Faulted Earth"|360||||Reverse-Strike-Slip|(0.0,,)|||126000|1|"Lake Clark fault"||||||||
-153.00230336622 60.7023927741548
-152.997083398705 60.7039552860069
-152.9867010037 60.7071013811939
-152.979079202352 60.7096413371455
-152.969130672103 60.7122662686926
-152.959633636991 60.7147776668986
-152.958487888316 60.7150696456258
-152.949129648908 60.7181502808211
-152.947966447153 60.7181637349631
-152.947117099662 60.7184690655557
-152.945449290287 60.7190609475407
-152.94315278199 60.7198815734645
-152.935743002662 60.7225269693056
-152.928591110381 60.7253293423448
-152.926298072509 60.7262257217518
-152.925303180366 60.7266113744823
-152.92448890187 60.7269291365106
>
# @D||GFE_51182|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.633213920541 61.6494871837841
-149.631638763402 61.6497375559364
-149.628101707378 61.6504387878996
-149.625537513643 61.6509910183903
>
# @D||GFE_51195|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.622394541432 61.6505303478753
-149.618923826595 61.6510773730902
-149.617198165217 61.6513439294417
>
# @D||GFE_51197|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.617198165217 61.6513439294417
-149.613723560812 61.6518819128729
-149.611432472292 61.6522265618528
>
# @D||GFE_51198|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.611432472292 61.6522265618528
-149.608618452294 61.6526350357171
-149.605771327352 61.6529946808919
-149.60388772614 61.6533718583496
>
# @D||GFE_51199|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.60388772614 61.6533718583496
-149.602600536412 61.6536613177353
-149.602060463856 61.6538018287085
>
# @D||GFE_51200|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.59403025288 61.6551354405403
-149.590548751575 61.6556639720969
-149.587947325908 61.656157806011
-149.587509049411 61.6562604051647
>
# @D||GFE_51210|"GEM Faulted Earth"||||"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||500000|1|"Boundary fault"|(,1600000,)|||||||
-139.509761411396 60.0517512609355
-139.492171701327 60.0373186775079
-139.470673166299 60.0219840587965
-139.431434582438 59.9953739841979
-139.396104822637 59.9717706983756
-139.381822579772 59.9619986373263
-139.361075742163 59.9424545152276
-139.332811933962 59.916145119057
-139.306201860263 59.8941955668367
-139.281095179603 59.8745011050743
-139.252981711966 59.850446800261
-139.243961347436 59.8424788124774
>
# @D||GFE_51211|"GEM Faulted Earth"||||"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||500000|1|"Boundary fault"|(,1600000,)|||||||
-139.155261099673 59.7638513050916
-139.146090396379 59.7566350138275
-139.131056456096 59.7459609156956
-139.107152490946 59.7334827451974
-139.082346489613 59.7208542359349
-139.043258245416 59.7046175801409
>
# @D||GFE_51212|"GEM Faulted Earth"||||"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||500000|1|"Boundary fault"|(,1600000,)|||||||
-139.043107905752 59.7044672404773
-139.034839238641 59.7008590948452
-139.024916837928 59.6961985733663
-139.012589007094 59.6901849976127
-138.996953709055 59.6819163305017
-138.985227235976 59.6757524150844
-138.968840240518 59.666281032463
-138.953355282143 59.6562082920864
-138.939073039278 59.6461355526091
-138.927496904963 59.6387689216813
>
# @D||GFE_51213|"GEM Faulted Earth"||||"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||500000|1|"Boundary fault"|(,1600000,)|||||||
-139.243660669008 59.8423284728137
-139.231633516601 59.8316543755812
-139.216599576318 59.8185748473277
-139.198558848157 59.8041422647995
-139.170746058048 59.7781335479561
-139.155411439337 59.7640016438559
>
# @D||GFE_51214|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.602060463856 61.6538018287085
-149.599480695662 61.6542685291776
-149.598541098395 61.6544525439546
-149.594335747178 61.6551251576922
-149.59403025288 61.6551354405403
>
# @D||GFE_51215|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.823649454858 61.6155195964839
-149.823099300902 61.6156612136231
-149.822134629638 61.6158607929665
-149.821540998857 61.6159718610358
-149.820643481767 61.6161386034339
-149.820191440247 61.6162377599829
-149.819610293855 61.6163889845794
-149.817473197145 61.616819317365
-149.817017465707 61.6168781168379
>
# @D||GFE_51216|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.587509049411 61.6562604051647
-149.584893004365 61.6567499646012
-149.583549341711 61.6570313264913
>
# @D||GFE_51217|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.583549341711 61.6570313264913
-149.579103017155 61.6578023215623
-149.574311164983 61.6586021246158
-149.571196264209 61.6590963110641
>
# @D||GFE_51218|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.571196264209 61.6590963110641
-149.569948479175 61.6593263342568
-149.569817779805 61.6593377700357
>
# @D||GFE_51219|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.723958586281 61.6563512987429
-149.714648383751 61.6575558515682
-149.705686743151 61.6587169383613
-149.694373237848 61.6601258639165
-149.684939002622 61.661191579407
-149.674367776138 61.6623417376387
-149.665684732913 61.6633689675423
-149.654427455921 61.6648318272382
-149.642948399822 61.6663025218276
-149.635782929246 61.6672625777715
>
# @D||GFE_51220|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.569817779805 61.6593377700357
-149.568011212719 61.6596995223221
-149.567905949774 61.6597329348334
>
# @D||GFE_51221|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.567905949774 61.6597329348334
-149.565242508659 61.6602274909031
-149.56450223173 61.6603491475899
-149.564398051568 61.6603600824465
>
# @D||GFE_51222|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.564398051568 61.6603600824465
-149.561909168859 61.6606896291116
-149.560375965093 61.6609608331593
>
# @D||GFE_51223|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.560375965093 61.6609608331593
-149.560055837927 61.6610162224031
-149.557011331585 61.6614818167062
-149.55443477577 61.6619026805301
>
# @D||GFE_51224|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.55443477577 61.6619026805301
-149.552891711837 61.6621560204451
-149.550557908219 61.6625363536238
>
# @D||GFE_51225|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.635782929246 61.6672625777715
-149.630861598982 61.6679231423926
-149.624633534925 61.6687478152975
>
# @D||GFE_51226|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.624633534925 61.6687478152975
-149.620680204317 61.669268183708
-149.610959048492 61.6705273289779
>
# @D||GFE_51227|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.608120922166 61.6706488075989
-149.607458350258 61.670607540409
-149.606154166941 61.6706054350961
-149.603322870967 61.6706189006449
-149.599718156248 61.6705931098877
-149.595094685937 61.6707078004261
-149.590446579599 61.6708811816194
-149.582977631905 61.6709819245725
-149.577777645811 61.6709901434765
-149.576012171447 61.6709874563023
>
# @D||GFE_51228|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.576012171447 61.6709874563023
-149.57186545063 61.671119331086
-149.568861958768 61.6712071723653
>
# @D||GFE_51229|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.567394810206 61.6712481742552
-149.567021923413 61.6712596594969
-149.561879886034 61.6713829493525
-149.556958759917 61.6714570094209
>
# @D||GFE_51230|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.555653370609 61.6714903715703
-149.550115943602 61.6716610188246
-149.547425071366 61.6717021457204
>
# @D||GFE_51231|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.610959048492 61.6705273289779
-149.608049532185 61.67090166188
-149.59716002844 61.6722763799232
-149.586065446898 61.6736181656929
-149.574122904506 61.6751366610468
-149.562737884216 61.6765179162619
-149.552171375576 61.6777437371538
-149.55101601027 61.6779089794828
>
# @D||GFE_51296|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.617198230867 61.651343645256
-149.613723630959 61.6518814767017
-149.611432369769 61.6522265825372
>
# @D||GFE_51232|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||200000|1|"Castle Mountain fault"|(,15000,)|||||||
-150.289825710086 61.5340016887803
-150.288368138403 61.5343996108993
-150.286697146812 61.5349093951889
-150.285722484079 61.5351600281446
-150.2840171204 61.5357550636659
-150.279821636543 61.5369555695422
>
# @D||GFE_51233|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||200000|1|"Castle Mountain fault"|(,15000,)|||||||
-150.110735388468 61.563383856085
-150.109294349022 61.5636506057908
-150.105491937242 61.564292831437
-150.101371869631 61.56513548089
-150.098972425397 61.5655377952978
-150.097048733308 61.5660048267174
-150.093755162428 61.5666127801004
-150.085803712278 61.5681631860979
>
# @D||GFE_51234|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||200000|1|"Castle Mountain fault"|(,15000,)|||||||
-150.315042715076 61.5256703092463
-150.311016579853 61.5270373281936
-150.308719250937 61.52778270158
-150.306539547048 61.5285434578696
-150.302883351539 61.5296748814248
-150.300690167712 61.5303546025044
-150.29196570621 61.533249074053
-150.289825710086 61.5340016887803
>
# @D||GFE_51235|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||48000|1|"Castle Mountain fault"|(,15000,)|||||||
-150.468882896184 61.4793507380198
-150.467917073787 61.4796072543402
-150.464497598722 61.4805135362227
-150.46022640634 61.4815705300881
-150.457607631852 61.4824152281966
-150.455273181621 61.4831126389406
-150.453078696475 61.483691569403
-150.450639772903 61.4841713631016
-150.449000566049 61.4847016564301
-150.445361883038 61.4856937075538
-150.44188240251 61.486602421203
-150.440574471718 61.4870000303579
-150.437467786251 61.4880110319955
-150.431816308123 61.4895927712718
-150.429100173032 61.4904042682097
-150.427453754515 61.4908177405059
>
# @D||GFE_51236|"GEM Faulted Earth"|||"Susitna section"|"(3.0, 1.0, 5.0)"|Reverse-Strike-Slip|(0.0,,)|||200000|1|"Castle Mountain fault"|(,15000,)|||||||
-149.897381696132 61.6079892736583
-149.89501994698 61.6083311464311
-149.892501508053 61.608754618289
-149.889101508706 61.6092720342253
-149.885845755216 61.6097924817762
-149.881263832684 61.6104799729981
-149.878611814757 61.6108130575961
-149.875813470841 61.6111597093662
-149.873238144399 61.611460236708
-149.871560574267 61.6116023682595
>
